9飞1,驿马入命。远方的朋友贸易旅游来找我。旺星：有不错的异国缘分，读书考试比较顺利。衰星：不建议接触远方的事物，鞭长莫及。
1飞10,会特别想做老板、想创业，或会找大公司去任职。旺星：创业成功率高，或者会在大企业工作，领导整体素质好。衰星：创业不易。
10飞1,权贵星入命。旺：领导老板喜欢我，权力高层帮助我，总而言之这就是大佬们很爱我。衰：被权力机关找麻烦，领导责备自己，贬低自己。
1飞11,会很看重朋友关系，会特别愿意待在一群人当中，喜欢出去呼朋引伴，一群人出去玩，就是要人多，一大群组团团购等等。旺：会从朋友团体处获益。衰：会混迹在劣质的狐朋狗友中
11飞1,友星入命。旺：朋友人脉资源可以帮到自己。衰：会有狐朋狗友来找麻烦。
1飞12,这是跟玄学有很强的关联的位置。旺：会研究玄学，做慈善，梦境丰富等等。衰：这个就要注意，很容易被灵体侵入，不能控制自己的意识，也是容易生病的位置。
12飞1,也是和玄学缘分深厚的位置。旺：灵感特别强，能力也强。衰：身体不好，睡眠不好。
2飞2,是财务比较好的一个状态，旺的话就会更好，衰的话也不会差到哪里去，至少还是有温饱保证的。
2飞3,会把钱投像传媒、交通、语言这些领域。若有兄弟姐妹，可能会把钱给兄弟姐妹去照顾他们。\r\n旺：会花的多，而且觉得钱花的有价值。衰：花钱帮兄弟姐妹也觉得价值不大。
3飞2,旺：交通、传媒、语言方面的事情，给自己带财。②兄弟姐妹来帮助自己。衰：则有可能是交通事故，兄弟姐妹来找自己要钱。
2飞4,财星入宅。花钱给父母；投资买房产，贵金属等。旺：花的多且有价值。衰：花的少，且没有价值。
4飞2,旺：父母、房产都给自己带财。衰：房产、父母需要让自己用钱去填坑。
2飞5,财星入子女桃花宫。会花钱到小孩、赌博、桃花、玩乐等等领域。旺：花的开心获得满足。衰：其实没钱可花，还在一直想花。
5飞2,旺：桃花、子女都给自己带财，娱乐业也旺自己。衰：赌博耗财，烂桃花破财，不省心的小孩破财。
2飞6,财星入病宫。旺：会花钱去学技术，或者投资到自己的一个岗位上，或者说花钱治病。衰：钱花下去都没有什么效果。
6飞2,旺：可通过技术得财、很稳定的工作得财。衰：会有疾病来耗财，或者同事，下属，保安，阿姨等耗财。
2飞7,财星入配偶宫。喜欢照顾配偶，会把钱花在配偶身上。旺：对配偶有实实在在的帮助。衰：不但不能帮助，还会让配偶觉得被掠夺。
7飞2,伴侣比较容易有钱或者比较会做生意，倾向于现实稳定的婚姻关系，婚后财运会有提升(伴侣旺你财)，婚姻也将因共同的财务及利益关系更为稳定紧密。[受克:容易产生钱财矛盾。]
2飞8,这个配置即便是旺星也是喜忧参半，特别注意风险，基本上是把钱存起来之后去做投资，做投资就有风险了，因为八宫是暗宫，进到八宫之后就有可能暗箱操作，看不见了。旺：有机会获得更好的收益，衰：基本就是财务损失。
8飞2,旺：会获得金融保险、投资方面的财衰：欠债赔款，投资失利。
2飞9,钱会花在出行、旅游、宗教、考证等方面。旺：会取得证书，获得旅行的美好体验，获得宗教的力量等等衰：则会旅游破财，被邪教骗钱，花钱考证无果等。
9飞2,旺：会有考试培训、海外、宗教方面的事物带财。衰：需要当心这一类事物引起的破财。
2飞10,旺：会投资大企业、会为了更高的权位而花钱，比较有价值。衰：会花钱到根本不会发展的行业，公司疲软无力等等。
10飞2,旺：公司给自己带财，发工资、发分红等。衰：公司的事情反而影响自己的财务，需要为此填坑。
2飞11,会为群体朋友、社群、人际交际方面花钱。旺：花的值得。衰：酒肉朋友，无效社交。
11飞2,人际交往、群体朋友、社群方面给自己带财。衰：这些人会来耗财。
2飞12,把钱花到跟玄学、慈善这种相关的领域。旺：会很受益，同时也得到了心灵的满足。衰：花的莫名其妙，甚至会有被骗的感觉，捐款到奇怪的慈善机构等等。
12飞2,玄学领域收入带财。衰星的话，各种奇怪的方式来破财，被骗的几率更高。
3飞3,旺：表达能力强，开智比较早，会很聪明。如果有兄弟姐妹，兄弟姐妹能力强。衰：盘主自身表达能力欠缺，信息沟通不顺畅，出行问题多。或者兄弟姐妹能力很弱，需要别人救济。
3飞4,三非四这个位置如果从人的角度来说，主要是描述兄弟姐妹和父母的关系，如果没有兄弟姐妹，那就是把三宫事物和四宫事物相连接。旺：兄弟姐妹照顾父母，或者盘主自己主动和父母交流沟通，电话微信不断。衰：会有不成器的兄弟姐妹叨扰父母，或者对于家族房产不断讨要。
4飞3,旺：父母会非常关照自己的兄弟姐妹。衰：父母会骚扰兄弟姐妹，或者跟盘主言语不合。
3飞5,手足入桃花宫。有时候会代表兄妹喜欢恋爱，赌博，玩乐等；极端情况会是兄弟姐妹来抢自己的恋爱对象。旺：兄妹贪玩，盘主也会用好口才去追求恋人，用语言去关照子女等等。衰：兄弟姐妹抢恋爱对象，或自己用言去伤害恋人，或者和子女感情不好。
5飞3,旺：恋人、子女表达能力好，或者他们和自己兄弟姐妹沟通良好。衰：恋爱对象对于兄弟姐妹有兴趣，或者子女表达能力堪忧。
3飞6,手足入病宫。旺：兄弟姐妹会从事技术工种，细心有耐心，或者盘主语言表达的很细心细致。衰：兄弟姐妹健康问题，社会阶层低下，辛苦劳作，或者盘主自己容易患有耳鼻喉和手足疾病。
6飞3,病星入手足宫。旺：兄弟姐妹表达能力好，但是依旧有健康问题，或者盘主自己语言表达很细致。衰：盘主或者兄弟姐妹有健康问题，工作劳苦。
3飞7,旺：主动和配偶、客户进行高效沟通。衰：和配偶口舌争端，沟通低效。
7飞3,可能是经人介绍认识配偶，配偶有可能是自己亲戚有关系认识或者同学发小等。[得吉:婚后彼此有着共同的爱好或朋友，婚姻中有不少话题。][受克:容易因兄弟姐妹影响到婚姻感情，彼此无话可说，较难沟通。]
3飞8,任何宫的人事物能飞到八宫都有一种要藏起来的感觉。旺：兄弟姐妹可能从事金融业或者心理学等等。衰：兄弟姐妹无法来到这个世上，或者存在感非常低。
8飞3,旺：兄弟姐妹会得到金融、保险、投资方面的财，或者盘主经常与人交流这一类事物。衰：兄弟姐妹因此而破财或者遭受灾祸，盘主也需要注意不从口出。
3飞9,3宫和9宫都是和学习考试有关的宫位。旺：三宫所学的知识能够应用在九宫的考试上，考试会比较顺；或者兄弟姐妹学历高，在远方等。衰：那就是学习考试运气不佳，兄弟姐妹出行不利，学历低，不宜去远方等等。
9飞3,旺：兄弟姐妹表达能力强，远方、宗教、教育等缘分会深厚，盘主的学习能力也会很强衰：盘主或者兄弟姐妹学习考试不利，不宜远行，而且容易惹上官司。
3飞10,旺：兄弟姐妹追求权力名气，盘主也会主动和领导沟通，或者因为自己的言论而出名。衰：盘主因为自己的言论而破坏事业，坏掉名声，或者兄弟姐妹名声不好，事业不济。
10飞3,旺：兄弟姐妹事业好，名声好，受到权力关照，盘主会因为领导给机会有更多的发言表达机会。衰：兄弟姐妹被权力请假，事业不济，盘主也不适合从事和三宫相关的事业。
3飞11,旺：兄弟姐妹很愿意从事群体工作，有众多追随者，盘主资深，因为口才好，人缘好，获得群众喜爱。衰：盘主说话得罪人，或者兄弟姐妹人际关系差。
11飞3,旺：兄弟姐妹人缘好，盘主也很擅长处理人际关系，获得很多人的支持。衰：盘主人际关系找口舌麻烦，兄弟姐妹也会有不少坏朋友。
3飞12,12宫是最难把握的宫位，是最看不清的行业，因此12宫能量一定要谨慎运用。同时，任何星体进入12宫都有隐藏甚至消失的意思，比八宫更加强悍。旺：兄弟姐妹灵感丰富，容易进入玄学领域，盘主口才好，喜欢学习玄学方面的事物。衰：兄弟姐妹难以降生，也容易睡眠不好，身体不好，甚至失了心智，盘主自己也容易表达混乱。
12飞3,旺：盘主玄学灵感好，适合表达玄学相关的事物，兄弟姐妹也会有类似的缘分。衰：兄弟姐妹容易被灵体侵扰，盘主语言混乱，胡言乱语，出行不利。
4飞4,旺：父母家族实力雄厚，盘主有丰厚的祖产、房产等。衰：父母家族落魄，或者父母关系不好，离异分居等。
4飞5,旺：父母很愿意照顾自己的子女，或者很热衷于出去玩。衰：父母干涉自己的恋爱、子女事务，甚至有赌博的恶习。
5飞4,旺：子女很喜欢父母，相处融洽。衰：父母风流运事多，赌博恶习、贪玩等等。
4飞6,首先要知道六宫无论旺衰，都会有健康的问题。但是三宫的兄弟姐妹不是每一个人都有，而四宫的父母则是人人都有的。所以无论六宫飞过来的新的旺衰，或者四宫飞到六宫的新的旺衰，父母都要注意健康问题。旺：父母可能从事基础工作或者很细心工作。衰：父母工作操劳，社会阶层低下。
6飞4,旺：父母会得到很好的服务，细致而耐心。衰：要注意服务人员伤害父母以及疾病问题。
4飞7,四宫和七宫的关联其实在现实中很常见，主要就是父母和配偶的关系问题。[婚姻]旺：父母很关照盘主的婚姻和配偶，甚至会资助房产等等。衰：对盘主的婚姻干涉过多，甚至去攻击消耗自己的婚姻跟配偶。
7飞4,婚姻可能是家人长辈所介绍，相亲认识，家人比较认可的婚姻。[得吉:配偶与自己父母相处较好，另一半婚姻责任感较强。][受克:会因父母的介入导致婚姻关系出问题。]
4飞8,旺：房子会有投资价值，父母也会比较擅长投资这些事物。衰：父母欠债或者卖房抵债等等。
8飞4,旺：父母会因为投资金融保险类事物而获利衰：父母意外厄运增加，房屋负债严重。
4飞9,旺：盘主自己或者父母会去远方定居买房等等。衰：父母出行不利，也不建议去远方购置房屋。
9飞4,旺：父母学历高，受到远方的缘分帮助衰：父母容易被官司纠缠，盘主的房屋也需要注意法律官司。
4飞10,旺：父母名气大，有威望，或者有官位，事业好。衰：父母事业受挫，名声差。
10飞4,旺：权贵来照顾父母，盘主买房也可以找到过硬的关系。衰：买房跟不上节奏，父母受到权贵的倾轧。
4飞11,旺：父母喜欢群体活动，有良好的人际关系，或者家族人口众多。衰：父母喜欢参与奇怪的组织，人际关系混乱。
11飞4,旺：父母获得了不少人的帮助和追随，或者自己的房屋居住的人口众多。衰：父母受到坏朋友干扰，也要注意自己的房屋被人侵占。
4飞12,有一个很有意思的点，就是房屋风水和祖坟风水，在这里我们不能摊开讲，只能点到为止。旺：，父母喜欢玄学，敏感丰富衰：父母身体健康，容易出问题，也容易被坑被骗。
12飞4,旺：父母则祖上庇佑颇多，很容易找到好风水的房子衰：父母矛盾多，房屋祖坟风水堪忧。
5飞5,旺：有利于盘主小孩的整体状况，也有利于盘主桃花、艺术等方面。衰：盘主小孩容易身体弱，不利于怀孕生育，桃花、创意思维受限。
5飞6,旺：[婚姻]子女或恋人从事服务性行业可以获利，[事业]盘主也可以做娱乐艺术类型的工作。衰：[婚姻]盘主小孩容易身体不好，[事业]做创意型工作可能会觉得非常劳累辛苦。
6飞5,旺：可以从事创意类、艺术类的工作，可能跟同事谈恋爱。衰：盘主的小孩容易疾病缠身，容易劳累，盘主自己恋爱辛苦，恋人有健康问题。
5飞7,旺：盘主和婚姻伴侣相处较为愉快，孩子对伴侣好，相处融洽。衰：盘主与伴侣相处不愉快，心有余而力不足，孩子和伴侣容易有隔阂。
7飞5,伴侣可能是自由恋爱或者玩乐时认识，恋爱前期很有激情，容易奉子成婚，另一半可能个性较为孩子气，或是喜爱艺术。[受克:会因孩子的问题影响婚姻，还要小心婚姻中出现第三者。]
5飞8,不太容易受孕，生小孩会晚。旺：恋爱对象和小孩喜欢心理学、炒股、金融等，并且盘主本人可以适当投资。衰：盘主不利于投资，盘子如果做金融投资容易心有余而力不足。
8飞5,旺：子女容易和心理学、金融投资有缘分，并因此而获利，盘主本人也可因此而获利。衰：子女容易有风险或者意外，需要规避金钱以及身体方面的风险。
5飞9,旺：小孩喜欢出国，或者学历高，求知欲强，或者与宗教、哲学有良好的缘分。衰：不利于小孩出国或考运出国旅游，体验容易不佳。
9飞5,旺：有利于异国或者异地缘分有利于子女高学历或者外出。衰：子女需要注意法律官司问题，盘主本人也需要注意恋爱投资方面的官司纠纷。
5飞10,旺：①子女追求权利地位，并容易有良好的结果。②盘主容易和上司发展恋情，并有愉快的体验。衰：子女事业追求心有余而力不足，自尊心强，要面子。
10飞5,旺：①上司领导容易对子女很关照，子女事业好。②盘主容易和上司发展恋情，上司主动追求自己。衰：上司和自己恋情不利自己，子女容易受到领导的拖累。
5飞11,旺：①桃花旺，异性缘好，恋爱次数多，并且体验愉悦。②孩子有理想追求，喜欢大团体。衰：会出现恋爱出轨/劈腿，俗称熟人挖墙脚。影响 papapa 和或者堕胎/生育困难
11飞5,旺：①容易被很多人追求，而且质量不错；②小孩人缘好衰：①朋友多，但是容易很多小人；②桃花质量不高。
5飞12,旺：不太容易受孕，生小孩会晚。①容易地下恋情；②小孩对玄学有一定领悟力衰：需要注意流产以及地下恋、婚外恋。
12飞5,旺：①容易被别人暗恋，②孩子带有特殊的缘分。衰：①需要注意流产；②暗中的或者心思不正的烂桃花。
6飞6,六宫是工作宫及病宫。旺：服务意识强，勤奋，有利于所学技能技术更加精进。衰：容易身体体质不好，不喜欢劳动，或者付出与收获不成正比。
6飞7,[事业]你可能会与别人一起合作开创事业，或者是与同事一起合作开公司。[婚姻]配偶有可能是因为工作上的关系而认识的，或者配偶可以在工作方面提供自己一些助力。[婚姻]旺：配偶有一技之长或者喜欢医疗服务类的工作。衰：伴侣身体不好，不适宜劳动，容易辛苦，工作不积极。
7飞6,与另一半感情的开始可能与工作有关。感情中可能存在着一方尽力照顾另一方的关系。[受克:配偶身体健康不良，要注意保养。]
6飞8,旺：炒股投资理财很认真很谨慎，有利于财运，对神秘学感兴趣，并且认真学习。衰：容易因工作劳累过度或者身体虚弱造成意外疾病，需要注意身体健康。
8飞6,（pass）旺：对一些意外疾病有化险为夷的作用，投资或者理财认真谨慎。衰：容易身体方面有意外疾病或者危险，投资理财炒股容易辛苦，付出回报不成正比。
6飞9,旺：有利于在外地工作或者做和旅游、教育、国外法律等相关的工作。衰：行不利于外出工作，容易因工作而产生法律纠纷，容易和下属产生官司，出国远行、考试容易辛苦疲劳。
9飞6,旺：有利于从事旅游、外地、外国法律、教育相关的工作。衰：容易因为工作有官司，或者和下属有法律纠纷，考试出国容易心有余，力不足。
6飞10,（pass）旺：有利于从事服务、医疗行业工作，有利于辅助领导。（pass）衰：事业追求容易有心无力，和领导关系有隔阂。
10飞6,[事业]旺：领导对自己的工作生活比较关照，事业容易和服务、医疗、技术、技能方面有关。衰：和领导关系容易有隔阂，比较疲惫，容易对公司单位发展不利。
6飞11,旺：盘主工作容易服务大众，而且人缘广，有利于互联网技能学习。衰：容易处理不好人脉、人际关系，互联网学习受阻，辛苦。
11飞6,旺：工作人脉人缘广，工作环境中有很多人。衰：工作方面容易招惹很多小人，处理朋友圈关系容易疲惫。
6飞12,旺：喜欢学习玄学、心理学、医学等，并可以有较好的领悟力，工作也容易与此有关。衰：身体容易不好，学习玄学、心理学容易疲劳。
12飞6,旺：工作容易得到他人的暗中帮助，或者得到来自灵性能量的照佛，有利于灵性疗愈方面的养生。衰：容易有暗疾缠身，工作生活中容易招小人。
7飞7,伴侣颜值不错，表现欲强，性格强势，属于很容易受关注的一类人。也有利于你与人合作，会得到合伙人的帮助，可以获利。[受克:命主容易在婚姻里妥协委曲求全。]
7飞8,[得吉:配偶偏财运不错，也能为命主带来财富，配偶容易从事公检法类的工作。][受克:另一半较易发生意外灾祸，尤其是在财务上面，可能会产生债务问题。此时还应注意与工作伙伴或是合作方的合作及契约关系，容易造成经济损失。]
8飞7,旺：有利于伴侣投资或得意外之财，伴侣经济条件好衰：伴侣经济条件受限，同时也不利于他进行投资，伴侣容易有钱财或者身体方面的意外情况。
7飞9,可能找到一个比自己条件能力物质好的伴侣，或者伴侣容易当高等学院的老师教授，或做贸易旅游，你们可能会通过伴侣的弟弟妹妹认识或者是你们是大学同学。异地恋或是跨国婚姻的可能性较大，在婚姻中的某段时间会异地分离。
9飞7,[事业]旺：盘主可以从事法律咨询类型的工作或者旅游咨询，与宗教和国外事务有良好的缘分，[婚姻]也容易在外地或者高等学府遇到自己的伴侣人选等。衰：容易被官司找上门，遭遇法律纠纷等。
7飞10,另一半有事业心，追求建功动业，或者你喜欢事业型的伴侣。婚姻状态多是会“秀恩爱”的类型，即喜欢对外展示自己的另一半和婚姻情况。[得吉:将因婚姻提高自己的社会地位。][受克时:则反因婚姻影响自己的名誉。]
10飞7,旺：盘主的领导或者公司权力单位等会对伴侣很关照，并为其带来资源，同时盘主也容易受到来自上级或者权威者的合作机会。衰：领导或者公司权力单位等容易找伴侣麻烦，盘主合作容易被权力者施压等
7飞11,伴侣可能通过聚会或者网上认识，伴侣的社交能力强，也有概率找有过婚史的伴侣，也容易聚少离多，婚姻中容易出现第三者。
11飞7,旺：会有很多桃花来追求伴侣，伴侣的桃花很旺，盘主与人合作能够收获很多资源人脉。衰：人际圈子里有很多小人烂桃花来追求伴侣，严重时会影响盘主的婚姻，不利于盘主与人合作。
7飞12,另半是较有爱心，喜欢帮助别人。婚姻中容易遇到暗中恋情，一段恋情到快要结婚时候谈崩了。伴侣可能还会有法律上的纠纷，也有可能配偶健康状况不佳，或是婚姻中容易发生外遇。
12飞7,旺：伴侣在玄学、心理学方面容易有天分，悟性比较好。衰：伴侣容易招惹小人，影响婚姻，伴侣身体容易有暗疾，或者盘主与人合作合伙，容易招惹小人。
8飞8,旺：首先盘主抵抗风险的能力很强，可以通过投资赚钱，对神秘学很感兴趣，领悟力较好。衰：不利于盘主的投资行为，容易亏损或者债务问题。
8飞9,旺：有利于盘主对宗教和神秘学的悟性，追随不错的老师，也有利于盘主投资旅游业或者国外的产业。衰：不利于国外投资，容易有亏损或者债务问题，同时也很有可能会把钱送去给一些奇怪的宗教组织。
9飞8,旺：盘主容易有来自国外的金融资源、旅游业和国外的投资事务会来找自己，同时有利于盘主的神秘觉悟性，会遇到不错的老师。衰：容易牵扯进金融财产官司，产生法律纠纷，也不适合在国外投资。
8飞10,旺：盘主可以从事金融投资，追求权利、名誉地位，同时也有利于投资大的项目。衰：盘主容易有花钱买权利的倾向，但是适得其反，不仅得不到权利，还会损失金钱、投资等。
10飞8,旺：权利、行业领导等可以给你带来很多金融资源，你会得到权威者财务上的帮助，投资上的建议等。衰：盘主容易滥用私权，在看不见的暗处，同时也不利于金融投资，会由于行业风向变化而投资失利。
8飞11,旺：盘主适合投资群体性产业，比如互联网、大型企业、劳动密集性产业等，也有利于金融财富的累积和拓展衰：通过群体性产业则风险很大，容易亏损，也容易陷入多人的债务纠纷，比如三角债等等。
11飞8,旺：群体性产业，比如互联网、大企业、劳动密集型产业投资等给盘主带财，可以通过很多人参与的团体为我而获利。衰：盘主投资的钱容易被多人分散，朋友坑钱，导致投资失败。
8飞12,旺：盘主容易投资一些地下的看不见光的产业，也容易投资心理学或者医学、药学等产业，包括慈善等，甚至直接投资建设医院、福利院等。衰：盘主投资的钱容易打水漂，落进小人口袋，投资失败。同时需要特别注意防骗，这是一个非常容易被骗钱的配置。
12飞8,旺：盘主可能通过地下产业或者医学、慈善方面的投资赚到钱，赢得资源，同时有利于盘主的神秘学、玄学领悟力，这方面的财路也会过来找盘主。衰：会有不少小人影响盘主的投资决策行为，使得投资失败，同时更有可能因为金融问题而招来牢狱之灾等等。
9飞9,旺：盘主的外交能力好，有利于他升学出国，与宗教的缘分很深。有可能皈依某个宗教，也很喜欢旅游，旅游的体验好。衰：盘主不利于出国外交，不利于考试运与旅游运，宗教也会带来一些不良的体验。
9飞10,旺：你可以通过与国外相关的事物获得权利，比如外交官或者做与国外教育、法律等相关的事为事业。衰：你的事业很容易有法律方面的纠纷，或者因此而破坏了名声，同时也不利于出国或者去远方发展自己的事业。
10飞9,旺：领导或者公司支持自己出去读书深造、旅游、外交等事宜，事业追求与旅游、教育等有关。衰：容易因为权力、领导等惹烧官司、法律纠纷，不利于个人名誉与事业发展。
9飞11,旺：盘主容易参加宗教团体、教育团体、旅游团体等等，或者从事互联网教育类的事务。衰：会容易因为群体性活动而产生法律纠纷，比如聚众或者邪教团体犯罪等。
11飞9,朋友圈中可能有人到国外定居，或者朋友拉着自己去远方（海外）。你也比较有机会去国工作和外旅。旺：会吸引团体人群和自己一起学习、培训等等，也容易进入人数众多的大型高校。衰：容易聚众参与宗教事务，但是对自己不利，容易聚众惹上法律纠纷。
9飞12,旺：非常有利于对于宗教人性观念的思索，玄学领悟力也很强。衰：不利于出国、法律等事务，在出行、留学、旅游中容易碰到小人，也容易误入邪教组织。
12飞9,旺：有助于玄学、宗教方面的领悟力，灵性的思考，求学有贵人帮助。衰：在出行出国方面会遇到法律问题，很容易招惹小人，也容易在出行途中遇到危险。
10飞10,旺：非常有利于个人事业、名誉、社会地位的发展，盘主容易有声望、有权利，或者容易在有名气的大企业工作，或者就是一个政府工作人员。衰：事业发展受阻，追求名誉地位有心无力，领导无能或者不关照自己。
10飞11,旺：非常有利于盘主的事业、公司的发展、财务、投资理想等，事业容易往互联网大规模方向去拓展，客户数量也比较多，衰：公司或者事业发展有心无力，拓展方面的业务受阻，无法让更多的人知晓自己的企业。
11飞10,旺：非常有利于公司财务，盘主事业容易和互联网、大规模的企业有缘分，对事业发展也非常有利。衰：盘主的事业容易被多人或者团体拖累，不适合经营大公司，做事情有心无力。
10飞12,旺：盘主会从事地下产业，慈善或者偏门行业，或者以玄学为业。衰：盘主的事业容易不顺，遇到小人或者接触灰色产业，不利于自身的长期发展，领导会给自己小鞋穿。
12飞10,旺：盘主事业容易得到暗中的贵人帮助，或者盘主事业容易和玄学灵性疗愈有一定联系，且能做的比较好。衰：盘主事业容易遭小人，甚至有是非纠纷和牢狱的风险。
11飞11,旺：盘主人缘多半会比较好，人际关系好，群众基础好，获得支持的力度广，事业方面呢，适合做互联网大型企业相关的事物。衰：盘主人员不佳，容易处理朋友圈事物，有心而无力，还容易碰到各路损友。
11飞12,旺：盘主贵人多，灵感强，人脉圈子中有很多喜欢玄学、心理学、医药方面的人。衰：盘主要特别注意，加入组织团体后很容易遇到小人，甚至是暗中的危险。
12飞11,旺：盘主有不少关于玄学、心理学方面的朋友，而且可以帮助到自己，或者通过网络从事慈善。医学心理学的活动。衰：盘主在公司组织团体中，各类群体活动中都容易遇到小人，朋友圈容易招惹小人。
12飞12,旺：会特别有利于玄学、心理学、灵修方面的领悟力，内心潜意识能量大，梦境多且寓意深刻。盘主会喜欢慈善活动，各类玄学学习等。衰：容易招惹小人，身体状况不好，睡眠不好，容易被灵体侵袭，严重的情况下需要注意精神方面的问题。
太阳1宫,第一宫代表自我，太阳在一宫正面时，会给这个人强大的意志力、信心，乐观而快乐，会有一个快乐的体魄和童年。例如我们屏幕上这个案例，盘主其实自身经受了不少关于婚姻感情的打击，但是还是非常坚强乐观。,如果是负面特质，则表现出专制、蛮横、浮夸的特征。这个位置不管正面负面，都可能代表着父亲，对自己影响巨大。命宫里的星体都值得深入研究，等到中高级课程，我们学习了飞星之后，也会知道这个太阳指代的是哪一个宫位，就可以更加深入的了解宫位组合的含义了，这才是真正的人生连续剧大幕拉开。,
太阳2宫,正面的时候有着稳定的财务收入，殷实的生活，安逸的财务状态，负面的时候会浪费钱的趋势，甚至会爱慕虚荣而导致耗费掉自己的储蓄。
太阳3宫,正面会乐观而通容，聪明，逻辑性好，喜欢出门旅游，负面的时候语言上会有强势。这个位置无论正面负面，都展示出和兄弟姐妹关系的重要性，至于是好是坏，还是要看个人。
太阳4宫,正面的时候会体现和原生家庭出生地联系紧密，晚年生活比较平顺，负面则是家庭关系疏远，部分人会离开家乡发展。这个位置无论正负都会体现出一种对房地产行业的兴趣，做的好坏要另说。我们也可以看一下屏幕上这个案例，这位盘主是一位女性，现如今算起来应该已经年过四旬了。太阳射手在四宫，因为射手的缘故，她一直想要离开出生地国内的某个三线城市，但是就是无法成功，各种各样的因素限制了他。
太阳5宫,正面的时候很有人缘，桃花旺，比较风流，子女众多，如果是负面的话，则会耗出风头，各种烂桃花等等，这个位置无论正负也都是和子女缘分很深的。至于是讨债的还是报恩的，还得综合评定。
太阳6宫,正面的时候工作能力强，组织能力强，在服务性行业会取得不错的成绩，负面的时候工作效率低下，还会影响健康，或者有整天喜欢充当领导的下属或同事。此外，这个是太阳入病宫，本身无论好坏都会对父亲的身体健康产生影响，具体结果要看太阳的旺衰，同时也预示着父亲或者的操劳，或者从事体力劳动。
太阳7宫,正面的情况会有一个强有力的伴侣，婚姻宫被照亮，如果是负面特质体现，则会有一个糟糕的伴侣，死要面子还不认输。你很容易和别人发生较亲密的情感交流而获得忠诚的友谊以及贵人相助。婚姻在你的生命非常重要，太阳相位良好时，你的伴侣和你拥有持久的情感。如果相位不佳，可能会喜爱控制他或被他人控制，而你也多半习惯强迫个人意志在他人身上。
